0.7,0.50,[0.4, 0.4, -0.9, -0.5],17
0.7,0.51,[0.4, 0.4, -0.9, -0.5],17
0.7,0.52,[0.4, 0.4, -0.9, -0.5],17
0.7,0.53,[0.4, 0.4, -0.9, -0.5],17
0.7,0.54,[0.4, 0.4, -0.9, -0.5],17
0.7,0.55,[0.4, 0.4, -0.5, -0.5],20
0.7,0.56,[0.4, 0.4, -0.5, -0.5],20
0.7,0.57,[0.4, 0.4, -0.5, -0.5],20
0.7,0.58,[0.4, 0.4, -0.5, -0.5],20
0.7,0.59,[0.4, 0.4, -0.5, -0.5],20
0.7,0.60,[0.4, 0.4, -0.5, -0.5],20
0.7,0.61,[0.4, 0.4, -0.5, -0.5],20
0.7,0.62,[0.4, 0.4, -0.5, -0.5],20
0.7,0.63,[0.4, 0.4, -0.5, -0.5],20
0.7,0.64,[0.4, 0.4, -0.5, -0.5],20
0.7,0.65,[0.4, 0.4, -0.5, -0.5],20
0.7,0.66,[0.4, 0.4, -0.5, -0.5],20
0.7,0.67,[0.4, 0.4, -0.5, -0.5],20
0.7,0.68,[0.4, 0.4, -0.5, -0.5],20
0.7,0.69,[0.4, 0.4, -0.5, -0.5],20
0.7,0.70,[0.4, 0.4, -0.5, -0.5],20
0.7,0.71,[0.4, 0.4, -0.5, -0.5],20
0.7,0.72,[0.4, 0.4, -0.5, -0.5],20
0.7,0.73,[0.4, 0.4, -0.5, -0.5],20
0.7,0.74,[0.4, 0.4, -0.5, -0.5],20
0.7,0.75,[0.4, 0.4, -0.5, -0.5],20
0.7,0.76,[0.4, 0.4, -0.5, -0.5],20
0.7,0.77,[0.4, 0.4, -0.5, -0.5],20
0.7,0.78,[0.4, 0.4, -0.5, -0.5],20
0.7,0.79,[0.4, 0.4, -0.5, -0.5],20
0.7,0.80,[0.4, 0.4, -0.5, -0.5],20
0.7,0.81,[0.4, 0.4, -0.5, -0.5],20
0.7,0.82,[0.4, 0.4, -0.5, -0.5],20
0.7,0.83,[0.4, 0.4, -0.5, -0.5],20
0.7,0.84,[0.4, 0.4, -0.5, -0.5],20
0.7,0.85,[0.4, 0.4, -0.5, -0.5],20
0.7,0.86,[0.4, 0.4, -0.5, -0.5],20
0.7,0.87,[0.4, 0.4, -0.5, -0.5],20
0.7,0.88,[0.4, 0.4, -0.5, -0.5],20
0.7,0.89,[0.4, 0.4, -0.5, -0.5],20
0.7,0.90,[0.4, 0.4, -0.5, -0.5],20
0.7,0.91,[0.4, 0.4, -0.5, -0.5],20
0.7,0.92,[0.4, 0.4, -0.5, -0.5],20
0.7,0.93,[0.4, 0.4, -0.5, -0.5],20
0.7,0.94,[0.4, 0.4, -0.5, -0.5],20
0.7,0.95,[0.4, 0.4, -0.5, -0.5],20
0.7,0.96,[0.4, 0.4, -0.5, -0.5],20
0.7,0.97,[0.4, 0.4, -0.5, -0.5],20
0.7,0.98,[0.4, 0.4, -0.5, -0.5],20
0.7,0.99,[0.4, 0.4, -0.5, -0.5],20
